word,toxic
มันแอบแท็กกันไม่ใช่แค่อันสองอัน เกือบทุกอัน,4
ลบเม้นต์ทำไมล่ะ ไม่แน่จริงนี่,6
อีลูกแม่ค้านั่งตลาด,6
แค่นี้ก้ไม่หมดแก้ว ปอด,6
จริงครับ คนนั้นเขาเป็นแบบนั้นจิงๆ,4
กูโมโหกูอยากฆ่ามัน,3
แบน,6
สั่งคน อื่นแล้วตัวเองทำยัง,2
อยากฟินก็มาห้องพี่,3
บักแตกโม,3
คิดว่าเล็ก ของจริงดันใหญ่,3
เหมือนตัวที่ขโมยไก่ไปกินในน้ำเลย,6
คนปกติเค้าไม่ทำกันหรอกค่ะ,2
ถ้ารวยแล้วสันดานงี้ไม่มีใครมานั่งอิจฉามึงหรอก อย่าสำคัญหนังหน้า,5
อ่อนดีเคี้ยวกรุบกรอบ,3
หน้าโหล,6
คนบางคนพึ่งรู้จักว่าโตแล้วควรทำตัวยังไง,5
เลิกใส่ชุดนร.หรือพละไปนั่งดูดบุหรี่ที่สวนในพารากอนเหอะ ตอนเพื่อนถามว่านั้นเด็กรร.เก่ามึงป่ะ คืออย่างอาย ถ้าเป็นชุดธรรมดาไม่มีใครเขาสนใจหรอก แต่คาชุดสถาบันอ่ะ ลาบ,2
โตเกินวัยนะ ดูหุ่นนั่นดิ,3
ผู้หญิงหยาบคาย = จริงใจ ผู้หญิงแบ๊ว = ปลอม,2
เขาไม่น่าจะมีนะ สมองน่ะ,2
ไอ้หน้าหี,3
ขอดมหน่อย,6
แชทอยากจูงมือแฟนตอนมืดๆ เดี๋ยว มันมีอะไรกันน้า,4
เรามีเพื่อนเป็นผู้ชายสายอ่อนโยนสายน่ารักคนนึงค่ะ นี่มองว่าการที่ผู้ชายร้องไห้เป็นเรื่องปกติ อ่อนแอได้ งองแงได้,1
อย่าให้กูต้องลุกไปต่อยมึงนะ,3
นั่นสิ ความเสียใจไม่สนุกเลย,1
ผู้หญิง ก็ไม่ชอบ ผู้ชาย ไม่มีมารยาท วางตัวเป็นใหญ่ คิดว่าตัวเองเป็นศูนย์กลางของจักรวาลแบบคุณค่ะ,5
มองหน้าหรือมองกล้วยดีนะ,3
กูวอร์มมือรอแล้วนะแหม่ม เอาหมัดกูไปแดกแทนข้าวมั้ย เผื่อจะมีมันสมองขึ้นบ้าง,5
สวยไม่มีสมอง,5
นี่รู้ยังคนนี่เป็นผู้ขายน้ำจ้า,6
ได้ดีเพราะไม้เรียว ทำไมประเทศยังไม่เจริญสักทีนะ,5
อีหลงตัวเอง,5
ไม่รู้จักกันยังเกลียด งง ใจ,2
เกินความจำเป็น,1
หนัง Netflix 4K ยังชัดไม่เท่านายกบ้านเราเลยนะพี่เอาจริง ๆ,4
ทำไมเธอถึงไม่เหมือนกับพี่ชาย,5
ใจร้ายจริง,1
ผมนุ่มตรงสลวยขนาดนี้ ตรงนั้นจะเรียงตัวสวยขนาดไหน,6
มีปัญญาทำได้แค่นี้หรอ,5
ไปศัลยกรรมเหอะ,5
จากใจคนชอบแดกน้ำแข็ง มึงน้ำแข็งแบบนี้สำหรับกูคือดีสามารถทำให้เป๊ปซี่ธรรมดาเป็นเป๊ปซี่ปั่นได้กูให้เลยร้อยคะแนนเต็ม,1
